Model Size,Model Type,Value,value
7.5,xglm-unseen 0s,133,0.2
0.564,xglm-unseen 0s,134,0.7
1.7,xglm-unseen 0s,134,1.0
2.9,xglm-unseen 0s,134,1.7
7.5,xglm-unseen 0s,134,2.5
0.564,xglm-unseen 0s,135,0.8
1.7,xglm-unseen 0s,135,1.1
2.9,xglm-unseen 0s,135,1.2
7.5,xglm-unseen 0s,135,1.7
0.564,xglm-unseen 0s,136,1.8
1.7,xglm-unseen 0s,136,1.7
2.9,xglm-unseen 0s,136,1.6
7.5,xglm-unseen 0s,136,1.8
0.564,xglm-unseen 0s,137,1.0
1.7,xglm-unseen 0s,137,1.8
2.9,xglm-unseen 0s,137,1.1
7.5,xglm-unseen 0s,137,2.1
0.564,xglm-unseen 0s,138,0.1
1.7,xglm-unseen 0s,138,0.2
2.9,xglm-unseen 0s,138,0.3
7.5,xglm-unseen 0s,138,0.2
0.564,xglm-unseen 0s,139,0.3
1.7,xglm-unseen 0s,139,0.9
2.9,xglm-unseen 0s,139,0.7
7.5,xglm-unseen 0s,139,0.9
0.564,xglm-unseen 0s,140,1.5
1.7,xglm-unseen 0s,140,2.4
2.9,xglm-unseen 0s,140,1.3
7.5,xglm-unseen 0s,140,1.8
0.564,xglm-unseen 0s,141,1.8
1.7,xglm-unseen 0s,141,6.1
2.9,xglm-unseen 0s,141,7.6
7.5,xglm-unseen 0s,141,9.6
0.564,xglm-unseen 0s,142,0.5
1.7,xglm-unseen 0s,142,2.9
2.9,xglm-unseen 0s,142,6.0
7.5,xglm-unseen 0s,142,7.4
0.564,xglm-unseen 0s,143,0.6
1.7,xglm-unseen 0s,143,1.3
2.9,xglm-unseen 0s,143,1.4
7.5,xglm-unseen 0s,143,1.0
0.564,xglm-unseen 0s,144,1.7
1.7,xglm-unseen 0s,144,3.2
2.9,xglm-unseen 0s,144,5.1
7.5,xglm-unseen 0s,144,5.7
0.564,xglm-unseen 0s,145,1.5
1.7,xglm-unseen 0s,145,4.0
2.9,xglm-unseen 0s,145,13.9
7.5,xglm-unseen 0s,145,13.7
0.564,xglm-unseen 0s,146,1.0
1.7,xglm-unseen 0s,146,1.2
2.9,xglm-unseen 0s,146,1.3
7.5,xglm-unseen 0s,146,2.6
0.564,xglm-unseen 0s,147,1.6
1.7,xglm-unseen 0s,147,1.2
2.9,xglm-unseen 0s,147,1.3
7.5,xglm-unseen 0s,147,1.3
0.564,xglm-unseen 0s,148,0.0
1.7,xglm-unseen 0s,148,0.0
2.9,xglm-unseen 0s,148,0.0
7.5,xglm-unseen 0s,148,0.0
0.564,xglm-unseen 0s,149,0.2
1.7,xglm-unseen 0s,149,0.5
2.9,xglm-unseen 0s,149,0.8
7.5,xglm-unseen 0s,149,0.9
0.564,xglm-unseen 0s,150,0.2
1.7,xglm-unseen 0s,150,0.5
2.9,xglm-unseen 0s,150,0.5
7.5,xglm-unseen 0s,150,0.7
0.564,xglm-unseen 0s,151,0.8
1.7,xglm-unseen 0s,151,3.1
2.9,xglm-unseen 0s,151,3.6
7.5,xglm-unseen 0s,151,3.4
0.564,xglm-unseen 0s,152,0.1
1.7,xglm-unseen 0s,152,0.1
2.9,xglm-unseen 0s,152,0.1
7.5,xglm-unseen 0s,152,0.2
0.564,xglm-unseen 0s,153,2.0
1.7,xglm-unseen 0s,153,3.1
2.9,xglm-unseen 0s,153,2.6
7.5,xglm-unseen 0s,153,3.3
0.564,xglm-unseen 0s,154,1.4
1.7,xglm-unseen 0s,154,2.1
2.9,xglm-unseen 0s,154,1.5
7.5,xglm-unseen 0s,154,1.9
0.564,xglm-unseen 0s,155,1.3
1.7,xglm-unseen 0s,155,2.9
2.9,xglm-unseen 0s,155,2.2
7.5,xglm-unseen 0s,155,2.6
0.564,xglm-unseen 0s,156,0.3
1.7,xglm-unseen 0s,156,1.0
2.9,xglm-unseen 0s,156,0.4
7.5,xglm-unseen 0s,156,1.4
0.564,xglm-unseen 0s,157,0.9
1.7,xglm-unseen 0s,157,1.9
2.9,xglm-unseen 0s,157,2.0
7.5,xglm-unseen 0s,157,2.2
0.564,xglm-unseen 0s,158,1.4
1.7,xglm-unseen 0s,158,2.2
2.9,xglm-unseen 0s,158,1.5
7.5,xglm-unseen 0s,158,1.8
0.564,xglm-unseen 0s,159,0.0
1.7,xglm-unseen 0s,159,0.0
2.9,xglm-unseen 0s,159,0.0
7.5,xglm-unseen 0s,159,0.0
0.564,xglm-unseen 0s,160,0.0
1.7,xglm-unseen 0s,160,0.1
2.9,xglm-unseen 0s,160,0.1
7.5,xglm-unseen 0s,160,0.1
0.564,xglm-unseen 0s,161,0.8
1.7,xglm-unseen 0s,161,3.0
2.9,xglm-unseen 0s,161,7.9
7.5,xglm-unseen 0s,161,7.5
0.564,xglm-unseen 0s,162,0.5
1.7,xglm-unseen 0s,162,1.1
2.9,xglm-unseen 0s,162,0.9
7.5,xglm-unseen 0s,162,1.6
0.564,xglm-unseen 0s,163,0.7
1.7,xglm-unseen 0s,163,0.9
2.9,xglm-unseen 0s,163,0.8
7.5,xglm-unseen 0s,163,0.9
0.564,xglm-unseen 0s,164,2.0
1.7,xglm-unseen 0s,164,8.2
2.9,xglm-unseen 0s,164,9.1
7.5,xglm-unseen 0s,164,16.5
0.564,xglm-unseen 0s,165,2.2
1.7,xglm-unseen 0s,165,3.5
2.9,xglm-unseen 0s,165,2.9
7.5,xglm-unseen 0s,165,4.2
0.564,xglm-unseen 0s,166,1.0
1.7,xglm-unseen 0s,166,1.9
2.9,xglm-unseen 0s,166,1.6
7.5,xglm-unseen 0s,166,1.3
0.564,xglm-unseen 0s,167,1.9
1.7,xglm-unseen 0s,167,1.5
2.9,xglm-unseen 0s,167,2.2
7.5,xglm-unseen 0s,167,1.4
0.564,xglm-unseen 0s,168,0.5
1.7,xglm-unseen 0s,168,0.4
2.9,xglm-unseen 0s,168,0.5
7.5,xglm-unseen 0s,168,0.5
0.564,xglm-unseen 0s,169,0.9
1.7,xglm-unseen 0s,169,0.9
2.9,xglm-unseen 0s,169,1.3
7.5,xglm-unseen 0s,169,0.7
0.564,xglm-unseen 0s,170,0.2
1.7,xglm-unseen 0s,170,8.0
2.9,xglm-unseen 0s,170,12.1
7.5,xglm-unseen 0s,170,12.9
0.564,xglm-unseen 0s,171,0.2
1.7,xglm-unseen 0s,171,9.2
2.9,xglm-unseen 0s,171,11.7
7.5,xglm-unseen 0s,171,14.1
0.564,xglm-unseen 0s,172,1.7
1.7,xglm-unseen 0s,172,14.2
2.9,xglm-unseen 0s,172,15.3
7.5,xglm-unseen 0s,172,20.8
0.564,xglm-unseen 0s,173,0.4
1.7,xglm-unseen 0s,173,0.6
2.9,xglm-unseen 0s,173,0.5
7.5,xglm-unseen 0s,173,0.9
