text,translated_text
"Sor yɛng n be tɩ f tõe mane tɩ a loog tʋʋle ya f n toola wala teedo n deng n paam vaesg ni doand dãmba. Silga laloa rãmba ka sakd tɩ b tool teed woto t'a soaba pa tu silga ye, ya woto la f kẽeda.","Moore: Sor yɛng n be tɩ f tõe mane tɩ a loog tʋʋle ya f n toola wala teedo n deng n paam vaesg ni doand dãmba. Silga laloa rãmba ka sakd tɩ b tool teed woto t'a soaba pa tu silga ye, ya woto la f kẽeda. 
English: Moore: I think I would have to say that I am a very good listener. I try to listen to people and understand what they are saying. I try to be as understanding as possible."
"Sẽn n na y len tɩ mobillsa seke, 300 la b sõmb n bao n paase tɩ b soor fãaa legb 1300.","Moore: Sẽn n na y len tɩ mobillsa seke, 300 la b sõmb n bao n paase tɩ b soor fãaa legb 1300. 
English: More than 300 buses will be added to the network, bringing the total to 1300."
"Zak rãmb la ub koamb kidse sõmba ne seglgo n paase, la yi ying kẽndrasm tora ya bũmb n ka toy baa-baa ye, baa sẽn ya ne bi-pɛɛlga la koamb n na n ka kẽ kareng ye.","Moore: Zak rãmb la ub koamb kidse sõmba ne seglgo n paase, la yi ying kẽndrasm tora ya bũmb n ka toy baa-baa ye, baa sẽn ya ne bi-pɛɛlga la koamb n na n ka kẽ kareng ye. 
English: Moore: Zak's eyes were wide open and he was screaming and crying and he was on the floor, and he was shaking and he was trying to get up and he was holding onto my leg with both hands."
"Ned woo ned n waa n date n salg zanga zĩigẽ n yaa wooko maa salg tãnsẽ toong-taab zutu, ba ninga yamen tɩ sa-ko-gĩsdim tõe ziinda beenin, ko-kugri, maa tʋʋlg bɩ waood rãamde maasmd.","Moore: Ned woo ned n waa n date n salg zanga zĩigẽ n yaa wooko maa salg tãnsẽ toong-taab zutu, ba ninga yamen tɩ sa-ko-gĩsdim tõe ziinda beenin, ko-kugri, maa tʋʋlg bɩ waood rãamde maasmd. 
English: Moore: Ned woo ned n waa n date n salg zanga zĩigẽ n yaa wooko maa salg tãnsẽ toong-taab zutu, ba ninga yamen tɩ sa-ko-gĩsdim tõe ziinda beenin, ko-kugri, maa tʋʋlg bɩ waood rãamde maasmd."
"Runda runda, Tumbukt yanta nong-go, baa neba san wat-tin kaagda. Tenga le tara sils yalsg ziinga.","Moore: Runda runda, Tumbukt yanta nong-go, baa neba san wat-tin kaagda. Tenga le tara sils yalsg ziinga. 
English: Moore: Every time, Tumbukt went to the market, he would buy a sack of rice. He would carry it home and cook it."
"Sa-ko-gĩsdim seb-kaseng wakate, sa-ko-gĩsdim n tõe kok f salgra tõe n luea wakate kidg pugu n bala.","Moore: Sa-ko-gĩsdim seb-kaseng wakate, sa-ko-gĩsdim n tõe kok f salgra tõe n luea wakate kidg pugu n bala. 
English: Moore: A good teacher is like a good doctor."
"Fo sã n date n tʋg sore duni wa gil pʋga fãa wĩn-goabga tẽn-bogra, yak n date silg la ning la zĩig la ning n date n tʋga ka waog ye bala mog-ma zugu soy n tʋʋd ka be ye.","Moore: Fo sã n date n tʋg sore duni wa gil pʋga fãa wĩn-goabga tẽn-bogra, yak n date silg la ning la zĩig la ning n date n tʋga ka waog ye bala mog-ma zugu soy n tʋʋd ka be ye. 
English: Moore: I don't know if I would have been able to make it to the end of the game if I hadn't been able to take a break, but I was able to play through the game and try to get the best score I could."
"Silg-tʋʋm-zĩise wala Emirates, Etihad Airways, Qatar Airways la Turkish Airlines paasa ub tʋʋma pãnga n debd Afriki tẽnga, la ub tʋgd afriki tẽng beda wʋsg fãa pʋga, ta ligda me ya nõogo n yĩid yerope silsa.","Moore: Silg-tʋʋm-zĩise wala Emirates, Etihad Airways, Qatar Airways la Turkish Airlines paasa ub tʋʋma pãnga n debd Afriki tẽnga, la ub tʋgd afriki tẽng beda wʋsg fãa pʋga, ta ligda me ya nõogo n yĩid yerope silsa. 
English: I think we are the only airline that flies to all the major African cities, and we fly to all the major African cities at competitive prices, as compared to other European airlines."
Trãspor buud a taab ka nan n paas ye. Tẽrẽ rãmbã ka nan n le yaas Wẽmbele tẽngẽ wã. Mobilsã parkĩng dãmbã ne bõn-zomedsã zĩisã ka tõe n paam ye.,"Moore: Trãspor buud a taab ka nan n paas ye. Tẽrẽ rãmbã ka nan n le yaas Wẽmbele tẽngẽ wã. Mobilsã parkĩng dãmbã ne bõn-zomedsã zĩisã ka tõe n paam ye. 
English: Moore: Traffic is going to be a lot worse. There will be no parking. There will be no bus service."
"N min maanda, fo sã n date n tʋg n zĩnd n kaose zamaan zeng pʋga, fo sõmb n deng n bao ri visa me toore.","Moore: N min maanda, fo sã n date n tʋg n zĩnd n kaose zamaan zeng pʋga, fo sõmb n deng n bao ri visa me toore. 
English: Moore: Yes, I have been waiting for two days now, and I have not been able to get in touch with anyone at the embassy."
"Teera yembre fãa tara MetroPlus la kenkendb lore yiiba fãa, kenkendb lora wakate fãa bee tẽra baasg na-tẽng kiringa.","Moore: Teera yembre fãa tara MetroPlus la kenkendb lore yiiba fãa, kenkendb lora wakate fãa bee tẽra baasg na-tẽng kiringa. 
English: Moore: I always try to get a MetroPlus seat, because MetroPlus is the most comfortable, and the busiest line is usually the slowest."
Ninbouidant fan kinsida ibi toogo sotoaka pougin. La neban wiligda oub soun-panoogo.,"Moore: Ninbouidant fan kinsida ibi toogo sotoaka pougin. La neban wiligda oub soun-panoogo. 
English: Moore: The first thing I did when I got home was call my wife. I couldn't wait to tell her."
"Zĩisa n ka tolge n pid ne neba woto wa, la buguma saanga me ka tʋʋle n ya zuloese woto, fo nan le tõonga me n gese ãdgsa soãma.","Moore: Zĩisa n ka tolge n pid ne neba woto wa, la buguma saanga me ka tʋʋle n ya zuloese woto, fo nan le tõonga me n gese ãdgsa soãma. 
English: I was so scared, I couldn't breathe, I couldn't move, I was just screaming."
"Yamb sin segdin maana a soba lay paam seb sin kont yamb sor tiy nan kaag, wan faan toen paa a yembr san ya ni tems. Teng faan tara manesem la seba.","Moore: Yamb sin segdin maana a soba lay paam seb sin kont yamb sor tiy nan kaag, wan faan toen paa a yembr san ya ni tems. Teng faan tara manesem la seba. 
English: Moore: I don't know what the point of it is, but I do know that I like to sing along with the radio, and I like to sing the songs that I know. That's why I sing along with the radio."
"Sãn ya ne neba n tʋʋl n gomda, zĩig ka be na lik n ges sɩlga a pipi goeelsa sãn ketẽ n tõe deega neb ye. Woto ya ned sãn yikd ne sɩlg n ka tat sʋk n vʋʋsa.","Moore: Sãn ya ne neba n tʋʋl n gomda, zĩig ka be na lik n ges sɩlga a pipi goeelsa sãn ketẽ n tõe deega neb ye. Woto ya ned sãn yikd ne sɩlg n ka tat sʋk n vʋʋsa. 
English: I was so upset, I cried, I felt like I had lost my mind. My heart was pounding, I couldn't breathe."
Loobd-ne-nus reema ya bãng-biise saang tɩ yamleo-goondba date n bãnge.,"Moore: Loobd-ne-nus reema ya bãng-biise saang tɩ yamleo-goondba date n bãnge. 
English: Moore: The Loobd-Nus is a very old star chart."
Pa silga sore bale la so-yeng tɩ fo sã n date n zʋʋg Pacifique goabg baobga la a Ameriki wĩn-goabga wĩn-taoora mog-nõora (gese n wat tẽngre),"Moore: Pa silga sore bale la so-yeng tɩ fo sã n date n zʋʋg Pacifique goabg baobga la a Ameriki wĩn-goabga wĩn-taoora mog-nõora (gese n wat tẽngre) 
English: Moore: The Pacific storm track is quite active right now, and it's going to keep moving westward (towards the west)"
"San Faransisko mẽe yamleog-gõodba ro bɛda n tar lotɛlse, riib aiisi, la zi-sõsdi pataabs wusgo.","Moore: San Faransisko mẽe yamleog-gõodba ro bɛda n tar lotɛlse, riib aiisi, la zi-sõsdi pataabs wusgo. 
English: Moore: San Francisco has done a great job of building a strong transportation, parking, and public transportation system."
Fo sã n dik sore la f le maand yamleoog tʋmda yaa sore n maand yel kasenga la a ka bũmbu n yaa kʋʋn bale ye.,"Moore: Fo sã n dik sore la f le maand yamleoog tʋmda yaa sore n maand yel kasenga la a ka bũmbu n yaa kʋʋn bale ye. 
English: Moore: I was very upset when I heard the news that my father had died."
Neba tõeeme n ka beool tɩ sũ-mare la zems-n-taare me ya tɩlae ne so-toagdb nins n lebgd n kuiis b yiri.,"Moore: Neba tõeeme n ka beool tɩ sũ-mare la zems-n-taare me ya tɩlae ne so-toagdb nins n lebgd n kuiis b yiri. 
English: Moore: I was in the middle of a meeting when the phone rang."
"Da yimi n paase visa rãmba ligd paasga ye, loogra modr-yaood, ying transport, la a buudu. n tʋge afriki poora zĩisa fãa.","Moore: Da yimi n paase visa rãmba ligd paasga ye, loogra modr-yaood, ying transport, la a buudu. n tʋge afriki poora zĩisa fãa. 
English: I would say, get a job, save money, get a visa, get a driver's license, get transportation, get a sense of Africa."
Bichket tẽnga neb wʋsg yeelame ti tẽnga nug-ritg kisdbã pa tũ laloa sor ye.,"Moore: Bichket tẽnga neb wʋsg yeelame ti tẽnga nug-ritg kisdbã pa tũ laloa sor ye. 
English: Moore: The best thing we can do is to try to make the best of the situation."
Rũnda rũnda Bɛlzik zĩise ra yaa Luxembourg zĩisi pĩnd-pĩnda la lebgaa Bɛlzik rẽ Bɛlzik Revolutiõ 1830 loogre poore.,"Moore: Rũnda rũnda Bɛlzik zĩise ra yaa Luxembourg zĩisi pĩnd-pĩnda la lebgaa Bɛlzik rẽ Bɛlzik Revolutiõ 1830 loogre poore. 
English: Moore: The Belgian people have always been ruled by the Luxembourgers."
"Sẽn n sɩng ne 1988 yʋʋma, vota zĩis sõmb n yɩɩ vẽenga tɩ yãkdba ne getba tõng n yãnd tɩ ãnvelop ba a ye pa ziind vota siingra ye ti ãnvelopa to pa paas ye, sãn pa yãkdba sẽn n na yãk b rãmba.","Moore: Sẽn n sɩng ne 1988 yʋʋma, vota zĩis sõmb n yɩɩ vẽenga tɩ yãkdba ne getba tõng n yãnd tɩ ãnvelop ba a ye pa ziind vota siingra ye ti ãnvelopa to pa paas ye, sãn pa yãkdba sẽn n na yãk b rãmba. 
English: Moore: Since 1988, voting has been more convenient and less intimidating. Voters no longer have to stand in long lines to cast their ballots, but rather choose from a pre-printed list of candidates their preferred candidates."
Premie minisr a Zillia Gilard yeela tẽnga naamã baoob wakat yʋʋm 2010 tɩ Ostrali segd n ledga repiblik rĩm-poak a Elizabɛt II rĩngã baasgẽ.,"Moore: Premie minisr a Zillia Gilard yeela tẽnga naamã baoob wakat yʋʋm 2010 tɩ Ostrali segd n ledga repiblik rĩm-poak a Elizabɛt II rĩngã baasgẽ. 
English: Moore: Premie minisr a Zillia Gilard yeela tẽnga naamã baoob wakat yʋʋm 2010 tɩ Ostrali segd n ledga repiblik rĩm-poak a Elizabɛt II rĩngã baasgẽ."
Irlãd goosneera wilga me tɩ dẽd yi tao la ne yãagbo t’b rik nõ kẽnda n maneg yel nĩng sẽ bɛ wã.,"Moore: Irlãd goosneera wilga me tɩ dẽd yi tao la ne yãagbo t’b rik nõ kẽnda n maneg yel nĩng sẽ bɛ wã. 
English: Moore: Iran's nuclear program is a source of great concern to me and I am very concerned about the possibility that it could lead to a miscalculation."
Diplomatika tak-taaba tẽnga goam zugu kete n saamda Armenie la Azerbaijan ni taab suka.,"Moore: Diplomatika tak-taaba tẽnga goam zugu kete n saamda Armenie la Azerbaijan ni taab suka. 
English: Moore: Diplomatic efforts to resolve the conflict will not succeed unless Armenia and Azerbaijan resolve their differences."
"Pipi minisre a Stephen Harper da sakame na toll goosneemã ""pemsem sõng manesem"" parti zẽng-zẽng comitɛ vaeesgo yĩnga, ka ne a yiib soab karengo, minit 25 sɛg taaba loogre pore talato daara ne NPD taoore soaba, a Jack Layton pipi minisr biru pʋgẽ.","Moore: Pipi minisre a Stephen Harper da sakame na toll goosneemã ""pemsem sõng manesem"" parti zẽng-zẽng comitɛ vaeesgo yĩnga, ka ne a yiib soab karengo, minit 25 sɛg taaba loogre pore talato daara ne NPD taoore soaba, a Jack Layton pipi minisr biru pʋgẽ. 
English: Moore: Stephen Harper's PMO is full of ""whining little nitpicks,"" as Layton put it, about the NDP's demand for a public inquiry into the government's handling of the 25-minute leaked transcript of the PM's meeting with the premier of Alberta, Jack Layton."
"Kiʋʋga sẽn looga, kẽen bɛd n da be Pologne tẽnga pʋga tɩ bõe, bala tẽnga kõ-a nug-tikri ne ACTA, rẽ n kɩt tɩ Pologne tẽnga gofneema dɩk kaoole n yalse zems-taaba luglga, na nanda.","Moore: Kiʋʋga sẽn looga, kẽen bɛd n da be Pologne tẽnga pʋga tɩ bõe, bala tẽnga kõ-a nug-tikri ne ACTA, rẽ n kɩt tɩ Pologne tẽnga gofneema dɩk kaoole n yalse zems-taaba luglga, na nanda. 
English: Moore: The protest will be massive, the streets will be full of people, the police will not be able to cope with the situation, the government will be forced to withdraw the ACTA agreement, and the country will be free."
Saglsa yaa tẽnga yen politka nug-gãaga yeele kumbgo zĩi-puge.,"Moore: Saglsa yaa tẽnga yen politka nug-gãaga yeele kumbgo zĩi-puge. 
English: Moore: The NSA spied on political opponents."
"1976 yʋʋma wakate rɩkre a saglga a Carter sãambã laloa zugu, la poore tʋʋm wa tẽng koglgre saglgda (NSA) sɩngre yʋʋm 1977 baase 1981, n deeg a Henry Kissɩnger zĩiga.","Moore: 1976 yʋʋma wakate rɩkre a saglga a Carter sãambã laloa zugu, la poore tʋʋm wa tẽng koglgre saglgda (NSA) sɩngre yʋʋm 1977 baase 1981, n deeg a Henry Kissɩnger zĩiga. 
English: Moore: In 1976 he advised Carter to reject the Watergate White House counsel, the NSA spying scandal of 1977-1981, and Henry Kissinger's successor."
"Turkie tẽnga me na rɩke ISIS zabdba sẽn n yõk guudum ti, moonga yeelame, tɩ Eropã tẽnsa zaksa baase tɩ b lebgae loog.","Moore: Turkie tẽnga me na rɩke ISIS zabdba sẽn n yõk guudum ti, moonga yeelame, tɩ Eropã tẽnsa zaksa baase tɩ b lebgae loog. 
English: Turkey will take over the fight against ISIS militants from the US and other European countries, President Trump said."
"La baoosgo mamsga wã lebgaa bilf-bilfu ti URSS lagem-n-tara sodasse nin fu-miuudu bãmb 800,000 kẽ Biolorussie tẽnga ne Ukraine tẽnga n ti reege Pologne tẽnga yaanga, sẽn n tõdg Riga laafɩ yẽsgo ti URSS Polɩɩs sẽn n tõdg , tẽng ne tẽng yẽsgo wala tẽns yẽsgo.","Moore: La baoosgo mamsga wã lebgaa bilf-bilfu ti URSS lagem-n-tara sodasse nin fu-miuudu bãmb 800,000 kẽ Biolorussie tẽnga ne Ukraine tẽnga n ti reege Pologne tẽnga yaanga, sẽn n tõdg Riga laafɩ yẽsgo ti URSS Polɩɩs sẽn n tõdg, tẽng ne tẽng yẽsgo wala tẽns yẽsgo. 
English: Molotov: The Soviet Union has no intention of attacking Poland, but if the Poles attack, the Soviet Union will defend itself."
"D sãn tʋ b nao-kẽndrã, b nan n le maneg n gesa HJR-3 tõogã yel yesa ne na paal ninga eb sẽn na yãk yʋʋm 2015 wala 2016 n tõong n zĩnd nao kẽndra pʋga.","Moore: D sãn tʋ b nao-kẽndrã, b nan n le maneg n gesa HJR-3 tõogã yel yesa ne na paal ninga eb sẽn na yãk yʋʋm 2015 wala 2016 n tõong n zĩnd nao kẽndra pʋga. 
English: Moore: D sãn tʋ b nao-kẽndrã, b nan n le maneg n gesa HJR-3 tõogã yel yesa ne na paal ninga eb will be on the ballot in 2015 or 2016 as part of a general election."
"A sakra sẽooga kiuug rasma 4 tigrã loogr poorẽ, porze Sẽn yaa tigsgã taoor soab a John Hancock la seb-gʋnda Charles Thomson nug-tikri, paama kɩsg so-yakena wã ne a Dunlap seba leebg roogo.","Moore: A sakra sẽooga kiuug rasma 4 tigrã loogr poorẽ, porze Sẽn yaa tigsgã taoor soab a John Hancock la seb-gʋnda Charles Thomson nug-tikri, paama kɩsg so-yakena wã ne a Dunlap seba leebg roogo. 
English: The first edition was printed by John Dunlap at his printing shop in New York City."
"11:00 wakata loogre poore bala, kɩɩsgba gĩda soora kẽnd tera koglg bila n da teesd nug-ritg babgo Whitehall.","Moore: 11:00 wakata loogre poore bala, kɩɩsgba gĩda soora kẽnd tera koglg bila n da teesd nug-ritg babgo Whitehall. 
English: 11:00: I got to the station and started walking towards Whitehall."
"La baoosgo, sigr kiuug yʋʋm 1956, a Krushchev pʋlemd rãmb ra yaa na mage wakate ning neba na yi wa, Poloyn pʋgẽ zĩig ning tʋntʋmba sẽn n yike rɩɩba n ka sekd-a-la yaooba boogre yĩnga, tol lebgaa kɩɩsg zãng ne Comminisma.","Moore: La baoosgo, sigr kiuug yʋʋm 1956, a Krushchev pʋlemd rãmb ra yaa na mage wakate ning neba na yi wa, Poloyn pʋgẽ zĩig ning tʋntʋmba sẽn n yike rɩɩba n ka sekd-a-la yaooba boogre yĩnga, tol lebgaa kɩɩsg zãng ne Comminisma. 
English: Moore: In fact, in 1956, Krushchev's promise to withdraw Soviet troops from Poland was broken, and the Soviet Union invaded Poland, and the Warsaw Pact was born."
"Na yɩɩ wooto yuum 40 neg sẽn n puugda n sɩd zaab tãab ne tẽns a taab sodasse Afrɩki n ta Azi tẽnse, Afghanistan tẽnga, Cuba tẽnga ne zĩis a taab mẽ.","Moore: Na yɩɩ wooto yuum 40 neg sẽn n puugda n sɩd zaab tãab ne tẽns a taab sodasse Afrɩki n ta Azi tẽnse, Afghanistan tẽnga, Cuba tẽnga ne zĩis a taab mẽ. 
English: Moore: There are 40 million people in the black community in the United States who are suffering from the effects of the war in Iraq and the war in Afghanistan, the war in Cuba, the war in Vietnam."
"Kiuug sẽn looge, tẽngã na-yir sula ye yeelame ti segdame ti CEP sig tuumda zug tɩ woto yaa n na naag nɛ naɛkẽndra taab n na kit ti tẽnga tõog n maan vot paale.","Moore: Kiuug sẽn looge, tẽngã na-yir sula ye yeelame ti segdame ti CEP sig tuumda zug tɩ woto yaa n na naag nɛ naɛkẽndra taab n na kit ti tẽnga tõog n maan vot paale. 
English: Moore: Kiuug willn looge, tẽngã na-yir sula ye yeelame ti segdame ti CEP sig tuumda zug tɩ woto yaa n na naag nɛ naɛkẽndra taab n na kit ti tẽnga tõog n maan vot paale."
Koe-zut a taab b sẽn paasd Zerizalɛm tẽngã beoog yell sẽn tar yõod wʋsg tẽnsã a ayiibã yĩnga ne zʋgdẽ longã me yellã pʋga.,"Moore: Koe-zut a taab b sẽn paasd Zerizalɛm tẽngã beoog yell sẽn tar yõod wʋsg tẽnsã a ayiibã yĩnga ne zʋgdẽ longã me yellã pʋga. 
English: Moore: I was just thinking about the fact that the next episode of The Simpsons is going to be about the death of a character."
A ra ka tare pãng na teemd laloa lampo rãmb la yaaoob rãmb tẽnsa sʋka.,"Moore: A ra ka tare pãng na teemd laloa lampo rãmb la yaaoob rãmb tẽnsa sʋka. 
English: Moore: I was just thinking about the fact that the light bulb in my office is about to blow."
Fãarense na-yãkrã noor waogda nao-kẽnd kãngã wala sẽn n sɛgde.,"Moore: Fãarense na-yãkrã noor waogda nao-kẽnd kãngã wala sẽn n sɛgde. 
English: Moore: The fans have been very understanding and patient with us."
"Bõnse semen loogre poore vot tikr pʋsʋka wakate, Bush da goma kelegre tikr pʋgẽ Asie na-tẽnga lebgo tʋʋma yaalagre.","Moore: Bõnse semen loogre poore vot tikr pʋsʋka wakate, Bush da goma kelegre tikr pʋgẽ Asie na-tẽnga lebgo tʋʋma yaalagre. 
English: Moore: The Bush administration's failure to press for a UN resolution to ban land mines was a mistake."
"B yaamã kena wa sẽn zemse, b sẽn kurg ritla n kɩt tɩ sodaasã la nin zaalsã ka le toẽ n paam riibã, ba na gidgr kãnga kiisa duniwã tõodã tẽmse wʋsg sẽn wum taab n viglga yʋum 200 sẽn n looge.","Moore: B yaamã kena wa sẽn zemse, b sẽn kurg ritla n kɩt tɩ sodaasã la nin zaalsã ka le toẽ n paam riibã, ba na gidgr kãnga kiisa duniwã tõodã tẽmse wʋsg sẽn wum taab n viglga yʋum 200 sẽn n looge. 
English: Moore: The British were in the middle of a naval war, and the British navy was so weak that it could not even defend its own coastline, let alone 200 ships."
Moldovi zĩisa yĩiba lebg n gãnega ligd tʋʋm nɛ taab baa nɛ b n pa tõong n wʋm taab nɛ politika goama.,"Moore: Moldovi zĩisa yĩiba lebg n gãnega ligd tʋʋm nɛ taab baa nɛ b n pa tõong n wʋm taab nɛ politika goama. 
English: Moore: Moldova has been trying to establish a nuclear weapons-free zone, but has not been able to do so because of Russian pressure."
"Sẽ tũud ne goosneera tʋʋm-tʋmdb sẽ yãanga, a wilga tɛgzas ni bʋidã tɩ b rika nõ kẽndre sẽ naa n yilẽ n koglg ni-bʋidã yõe.","Moore: Sẽ tũud ne goosneera tʋʋm-tʋmdb sẽ yãanga, a wilga tɛgzas ni bʋidã tɩ b rika nõ kẽndre sẽ naa n yilẽ n koglg ni-bʋidã yõe. 
English: Moore: I think it will be a very interesting race, and I think the field will be very competitive, and I think the horses that are going to win are going to be horses that are very, very fast."
Meba no-koeema wa lebgaa sẽn n na kɩs meba tʋʋma yelle neb sẽn n be Wasĩnton .,"Moore: Meba no-koeema wa lebgaa sẽn n na kɩs meba tʋʋma yelle neb sẽn n be Wasĩnton. 
English: Moore: I think the biggest mistake the Iraqis have made is to believe that the U.S. will come in and save them."
"Sẽn deng yʋʋm 2010 nug-tikrã, neb 1400 nug-tigbã sʋka, neb ning sẽn ka sak tɩ Ostrali lebg repibilikã sõorã paasame, neb a 8 koabg sʋka sẽn sing ne yʋʋm 2008.","Moore: Sẽn deng yʋʋm 2010 nug-tikrã, neb 1400 nug-tigbã sʋka, neb ning sẽn ka sak tɩ Ostrali lebg repibilikã sõorã paasame, neb a 8 koabg sʋka sẽn sing ne yʋʋm 2008. 
English: I think the election will be close, probably about 1,400 votes, and I think the election will be close to the result of the 2008 election, which was a landslide victory for the Labor Party."
A Lodin me ra yela me ti taoor dãmb yãka yaam na yẽes yiibe rɩkra fãaag Afghanistan tẽnga neba votga ligd-sãang la kogl yell.,"Moore: A Lodin me ra yela me ti taoor dãmb yãka yaam na yẽes yiibe rɩkra fãaag Afghanistan tẽnga neba votga ligd-sãang la kogl yell. 
English: Moore: Lodin told me that the Taliban were threatening to kill him if he did not sign the agreement."
"Votga biisa waogo loogre poore, a Gingrich pẽg-a Santorum, la a sɩbga a Romney ne goame a vãoogse yooda a Gingrich poore Iowa pʋgẽ.","Moore: Votga biisa waogo loogre poore, a Gingrich pẽg-a Santorum, la a sɩbga a Romney ne goame a vãoogse yooda a Gingrich poore Iowa pʋgẽ. 
English: Moore: Votga biisa waogo loogre poore, a Gingrich pẽg-a Santorum, la a sɩbga a Romney ne goame a vãoogse yooda a Gingrich poore Iowa pʋgẽ."
Yaa a Marteli noor a nu soab nãam yãkrã sul paalã wã yʋʋm a naas pʋgẽ.,"Moore: Yaa a Marteli noor a nu soab nãam yãkrã sul paalã wã yʋʋm a naas pʋgẽ. 
English: Moore: Martelly has shown a complete disregard for the rule of law."
"Ned ning sẽn n paam sãnem medaye yĩn-wisgrã wakatã ra segd n duga koom ne zaas metr 100 ne 200 vuk a tãab Commonwealth reemã wã, la a yẽgngã yĩng kitame tɩ b sãmbd ne a sãn nan n tõoge.","Moore: Ned ning sẽn n paam sãnem medaye yĩn-wisgrã wakatã ra segd n duga koom ne zaas metr 100 ne 200 vuk a tãab Commonwealth reemã wã, la a yẽgngã yĩng kitame tɩ b sãmbd ne a sãn nan n tõoge. 
English: Moore: Ned ning will be ready to run the Commonwealth Games 100m and 200m freestyle and the 4x100m medley relay, if he feels fit."
A Saito ra yaa zapõ tẽnga fãan zido federasõ wã la formasõ wã sullã taoor soaba a sẽn maan kaalema wakatã. A lebg n yii duniy la Olẽmpik yĩng-wisgrã gãndaogo.,"Moore: A Saito ra yaa zapõ tẽnga fãan zido federasõ wã la formasõ wã sullã taoor soaba a sẽn maan kaalema wakatã. A lebg n yii duniy la Olẽmpik yĩng-wisgrã gãndaogo. 
English: Moore: Saito was the first Japanese to win a medal in the Olympic Games."
Ãnduni sʋl nĩnga sẽ gieta olẽmpika reema yel rika nõ kẽndre tɩ paas reem kẽere b sekẽ wã. B yãka golfã la rugbi sẽn boond tɩ rugbi inio reem sẽn yiid a nu sʋka sẽn toẽ n naag reem a taaba olẽmpikã reem sʋka.,"Moore: Ãnduni sʋl nĩnga sẽ gieta olẽmpika reema yel rika nõ kẽndre tɩ paas reem kẽere b sekẽ wã. B yãka golfã la rugbi sẽn boond tɩ rugbi inio reem sẽn yiid a nu sʋka sẽn toẽ n naag reem a taaba olẽmpikã reem sʋka. 
English: Moore: The world cup rugby is a great way to get the sport of rugby into the Olympics. Rugby union is much more physical than rugby league and rugby league players are not as strong as rugby union players."
Yʋʋm fãa wags-taab kasenga yitta Yʋʋm-sar kiuugu polo wa wags-taaba zĩigẽ Las Cañitas tẽnga pʋga.,"Moore: Yʋʋm fãa wags-taab kasenga yitta Yʋʋm-sar kiuugu polo wa wags-taaba zĩigẽ Las Cañitas tẽnga pʋga. 
English: Moore: We are looking forward to the return of the Las Cañitas polo tournament."
"Hal a sẽn n sɩng wa Catalogne na-tẽnga, a Vidal da tão ballse 49 kõ sulla.","Moore: Hal a sẽn n sɩng wa Catalogne na-tẽnga, a Vidal da tão ballse 49 kõ sulla. 
English: If Messi leaves, Vidal will be the new captain."
"Yĩnga pãng la laafi zãab, minung sẽn k ɩt t ɩ yĩnga pamed koom sõma la bãngr la milem sẽn kẽed ne t ʋ ʋm nins sẽn tõe sõng zoɛta t’a paasa zoeesa tʋʋm nonglem pãnga la a biisi.","Moore: Yĩnga pãng la laafi zãab, minung sẽn k ɩt t ɩ yĩnga pamed koom sõma la bãngr la milem sẽn kẽed ne t ʋ ʋm nins sẽn tõe sõng zoɛta t’a paasa zoeesa tʋʋm nonglem pãnga la a biisi. 
English: Moore: It is a very dangerous place to be, especially if you are a woman and you are out in the wilderness on your own, and you have no weapons and no friends to come to your aid."
"Be tãab-n-soabã, a Hamlin be poore ne point rãmb pisi, la point a nu a Bowyer zugu. A Kahne la Truex Jr. yaa nu soabã la yoob-n-soabã ne point 2 220 la 2 207 pug taab.","Moore: Be tãab-n-soabã, a Hamlin be poore ne point rãmb pisi, la point a nu a Bowyer zugu. A Kahne la Truex Jr. yaa nu soabã la yoob-n-soabã ne point 2 220 la 2 207 pug taab. 
English: In third, Hamlin is one point behind Bowyer, with Kahne and Truex Jr. in fourth and fifth respectively."
A Nadal ne Kanada neda wagas-taaba yaa 7–2.,"Moore: A Nadal ne Kanada neda wagas-taaba yaa 7–2. 
English: Nadal has a 7–2 head to head record against the Canadian."
"A Zark ra naag n maanda zãmesgo kovɛrsano sẽ be Itali wagsẽ taar reng n lɛmga yɩnga. A ra gẽ otɛl sẽ yaa b reema sʋl otɛl, t’b ra sɛgenda me n naa n kẽ wags pʋgẽ nẽ Boloni rãmba hata raare.","Moore: A Zark ra naag n maanda zãmesgo kovɛrsano sẽ be Itali wagsẽ taar reng n lɛmga yɩnga. A ra gẽ otɛl sẽ yaa b reema sʋl otɛl, t’b ra sɛgenda me n naa n kẽ wags pʋgẽ nẽ Boloni rãmba hata raare. 
English: Moore: Zárk was the first person to tell me that the Italians were going to be so strong. I was waiting for the opportunity to get on the pitch and score a goal, so I could go to Bolonia."
Trãspor kaalem rabeem yĩnga kitame ti'b magd ti ekipã siportèr dãmba ka tõog n ges reemã ye.,"Moore: Trãspor kaalem rabeem yĩnga kitame ti'b magd ti ekipã siportèr dãmba ka tõog n ges reemã ye. 
English: Moore: The transfer fee for the striker was a record for a player leaving the club."
